"name","postal","city","address","www","email","phone","rector","sun","week","fest","latlng","url","about"
"Mieszkowice Kościół filialny pw Ducha Świętego","","Mieszkowice","ul. Jana Pawła II nr 13, 74-505 MIESZKOWICE","parafiamieszkowice.wix.com/strona","spiekarz@szczecin.opoka.org.pl","91/414-50-15, fax. 91/414-50-15"," Stanisław  Piekarz","15:15,","Wt. 17:00,; ","","52.78019125381782,14.475023746490479","http://szczecin.kuria.pl/wspolnoty/koscioly/Mieszkowice-Kosciol-filialny-pw-Ducha-Swietego_881","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/17e4c3_52238b477b406b170e4ad4a7318e344e.jpg_srz_401_326_75_22_0.50_1.20_0.00_jpg_srz_1.jpg"
"Piaseczno Kościół filialny","","Piaseczno","ul. Warnice 16, 74-400 Dębno","","","95/769-33-46"," Marek  Wesołowski","09:00,","Cz. 18:00,; ","","52.90810,14.65319","http://szczecin.kuria.pl/wspolnoty/koscioly/Piaseczno-Kosciol-filialny-_507","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w02_p42.jpg"
"Ranowo Kościół filialny","","Ranowo","ul. Wincentego Witosa 26, 74-505 MIESZKOWICE","","parafiazielin@wp.pl","91/414-51-33, fax. 91/414-51-33"," Andrzej  Tychoniec","10:30,","","","52.80618601,14.56521034","http://szczecin.kuria.pl/wspolnoty/koscioly/Ranowo-Kosciol-filialny-_514","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/z04_19.jpg"
"Sitno Kościół filialny","","Sitno","ul. Troszyn 48, 74-505 MIESZKOWICE","www.parafiatroszyn.pl","parafiatroszyn@gmail.com","91/414-56-55"," Paweł  Nowotarski","10:30,","Cz. 10:00,; ","","52.75631,14.54601","http://szczecin.kuria.pl/wspolnoty/koscioly/Sitno-Kosciol-filialny-_505","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t08_s24.jpg"
"Kościół parafialny pw Wniebowzięcia NMP","","Troszyn","ul. Troszyn 48, 74-505 MIESZKOWICE","www.parafiatroszyn.pl","parafiatroszyn@gmail.com","91/414-56-55"," Paweł  Nowotarski","9:00, oraz 12:00,","Pn. 18:00,; Wt. 18:00,; Śr. 18:00,; Cz. -; Pt. 18:00,; So. 9:00,; ","","52.77356,14.56313","http://szczecin.kuria.pl/wspolnoty/koscioly/Troszyn-Kosciol-parafialny-pw-Wniebowziecia-NMP_504","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t08_36.jpg"
"Kościół parafialny pw św. Józefa Oblub. NMP","","Warnice k.Dębna","ul. Warnice 16, 74-400 Dębno","","","95/769-33-46"," Marek  Wesołowski","10:30,","Wt. 18:00,; Pt. 18:00,; So. 18:00,; ","","52.85166603,14.67292786","http://szczecin.kuria.pl/wspolnoty/koscioly/Warnice-kDebna-Kosciol-parafialny-pw-sw-Jozefa-Oblub-NMP_506","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w02_60.jpg"
"Wierzchlas Kościół filialny pw Najświętszej Maryi Panny Częstochowskiej","","Wierzchlas","ul. Jana Pawła II nr 13, 74-505 MIESZKOWICE","parafiamieszkowice.wix.com/strona","spiekarz@szczecin.opoka.org.pl","91/414-50-15, fax. 91/414-50-15"," Stanisław  Piekarz","10:15,","Cz. 16:00,; ","","52.82781,14.49853","http://szczecin.kuria.pl/wspolnoty/koscioly/Wierzchlas-Kosciol-filialny-pw-Najswietszej-Maryi-Panny-Czestochowskiej_502","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/SDC10306.jpg"
"Wysoka Kościół filialny","","Wysoka","ul. Warszawska 5, 74-407 BOLESZKOWICE","","","95/760-61-26"," Andrzej  Skowroński","11:30,","Pt. 16:00,; ","","52.74230,14.60714","http://szczecin.kuria.pl/wspolnoty/koscioly/Wysoka-Kosciol-filialny-_495","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/b09_w17.jpg"
"Kościół parafialny pw Narodzenia NMP","","Zielin","ul. Wincentego Witosa 26, 74-505 MIESZKOWICE","","parafiazielin@wp.pl","91/414-51-33, fax. 91/414-51-33"," Andrzej  Tychoniec","09:00,, 12:00,","17:00,","","52.80222,14.57402","http://szczecin.kuria.pl/wspolnoty/koscioly/Zielin-Kosciol-parafialny-pw-Narodzenia-NMP_513","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/z04_19.jpg"
"Czerników Kościół filialny","","Czerników","ul. Golenice 70a, 74-300 Myslibórz","","","95/747-04-70"," Krzysztof  Bochnak","09:30,","Cz. 18:00,; ","","52.92277,14.75947","http://szczecin.kuria.pl/wspolnoty/koscioly/Czernikow-Kosciol-filialny-_517","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g04_c41.jpg"
"Czółnów Kościół filialny","","Czółnów","ul. Gen. Wł. Andersa 22, 74-300 MYŚLIBÓRZ","www.kolegiatamysliborska.pl","","+48 95 747 27 80"," Jerzy  Tobiasz","11:30,","Śr. 16:30,; ","","52.97530,14.88339","http://szczecin.kuria.pl/wspolnoty/koscioly/Czolnow-Kosciol-filialny-_524","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/m15_50.jpg"
"Dalsze Kościół filialny","","Dalsze","ul. Kościelna 17, 74-300 MYŚLIBÓRZ","www.sanktuarium-mysliborz.pl","sanktuarium@idsl.pl","95/747-32-05, fax. 95/747-32-05"," Janusz  Zachęcki","10:15,","Wt. 17:00,; ","","52.87041,14.85966","http://szczecin.kuria.pl/wspolnoty/koscioly/Dalsze-Kosciol-filialny-_528","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m16_d10.jpg"
"Gajewo Kościół filialny pw św. Jana Bosco","","Gajewo","ul. Ściechów 86, 66-433 Lubiszyn","www.sciechow.com.pl","sciechow@sciechow.com.pl","95/731-97-07"," Krzysztof  Jarzynka","10:30,","","","52.81459,14.90030","http://szczecin.kuria.pl/wspolnoty/koscioly/Gajewo-Kosciol-filialny-pw-sw-Jana-Bosco_537","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/DSC_0014.jpg"
"Giżyn Kościół filialny pw Podwyższenia Krzyża Świętego","","Giżyn","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","11:00,","Wt. 16:30,; ","","52.94368,15.00092","http://szczecin.kuria.pl/wspolnoty/koscioly/Gizyn-Kosciol-filialny-pw-Podwyzszenia-Krzyza-Swietego_532","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n04_g09.jpg"
"Golczew Kościół filialny","","Golczew","ul. Golenice 70a, 74-300 Myslibórz","","","95/747-04-70"," Krzysztof  Bochnak","","So. 17:00, lit niedzielna; ","","52.95633,14.75580","http://szczecin.kuria.pl/wspolnoty/koscioly/Golczew-Kosciol-filialny-_518","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/g04_40.jpg"
"Kościół parafialny pw MB Królowej Polski","","Golenice","ul. Golenice 70a, 74-300 Myslibórz","","","95/747-04-70"," Krzysztof  Bochnak","08:00,, 12:30,","Śr. 18:00,; Pt. 18:00,; ","","52.94891,14.78959","http://szczecin.kuria.pl/wspolnoty/koscioly/Golenice-Kosciol-parafialny-pw-MB-Krolowej-Polski_515","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g04_40.jpg"
"Karsko Kościół filialny pw Św. Antoniego","","Karsko","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","08:30,, 12:00,","Pt. 16:30,; ","","52.90801,15.11183","http://szczecin.kuria.pl/wspolnoty/koscioly/Karsko-Kosciol-filialny-pw-Sw-Antoniego-_531","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/100_2910.jpg"
"Kinice Kościół filialny pw M.B. Wspomożycielki Wiernych","","Kinice","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","9,15,","Cz. 16:30,; ","","52.93658,15.09373","http://szczecin.kuria.pl/wspolnoty/koscioly/Kinice-Kosciol-filialny-pw-MB-Wspomozycielki-Wiernych_534","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/100_2919.jpg"
"Kruszwin Kościół filialny","","Kruszwin","ul. Golenice 70a, 74-300 Myslibórz","","","95/747-04-70"," Krzysztof  Bochnak","11:00,","Wt. 18:00,; ","","52.94842,14.83738","http://szczecin.kuria.pl/wspolnoty/koscioly/Kruszwin-Kosciol-filialny-_516","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/g04_k17.jpg"
"Ławy Kościół filialny pw Św. Józefa","","Ławy","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","10:30,","Śr. 16:30,; ","","52.90845,14.96006","http://szczecin.kuria.pl/wspolnoty/koscioly/Lawy-Kosciol-filialny-pw-Sw-Jozefa_533","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n04_l19.jpg"
"Łubianka Kościół filialny","","Łubianka","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","","So. 17:00, (niedzielna); ","","52.88398,15.19006","http://szczecin.kuria.pl/wspolnoty/koscioly/Lubianka-Kosciol-filialny-_535","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/1210158634.jpg"
"Myśliborzyce Kościół filialny","","Myśliborzyce","ul. Gen. Wł. Andersa 22, 74-300 MYŚLIBÓRZ","www.kolegiatamysliborska.pl","","+48 95 747 27 80"," Jerzy  Tobiasz","09:00,","Pt. 16:30,; ","","52.90435,14.89896","http://szczecin.kuria.pl/wspolnoty/koscioly/Mysliborzyce-Kosciol-filialny-_523","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m15_m11.jpg"
"Kościół parafialny pw św. Jana Chrzciciela","","Myślibórz","ul. Gen. Wł. Andersa 22, 74-300 MYŚLIBÓRZ","www.kolegiatamysliborska.pl","","+48 95 747 27 80"," Jerzy  Tobiasz","7:00,, 8:30,, 10, 11:30,, 13:00,, 18:00,","7:00,, 7:30,, 18:00,","","52.92508,14.86740","http://szczecin.kuria.pl/wspolnoty/koscioly/Mysliborz-Kosciol-parafialny-pw-sw-Jana-Chrzciciela_522","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m15_50.jpg"
"Kościół parafialny pw Świętego Krzyża","","Myślibórz","ul. Kościelna 17, 74-300 MYŚLIBÓRZ","www.sanktuarium-mysliborz.pl","sanktuarium@idsl.pl","95/747-32-05, fax. 95/747-32-05"," Janusz  Zachęcki","7:30,, 9:00,, 11:00,, 13:00,, 18:00,","8:00,, 18:00,","","52.92231,14.86240","http://szczecin.kuria.pl/wspolnoty/koscioly/Mysliborz-Kosciol-parafialny-pw-Swietego-Krzyza_526","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m16_40.jpg"
"Nawrocko Kościół filialny","","Nawrocko","ul. Kościelna 17, 74-300 MYŚLIBÓRZ","www.sanktuarium-mysliborz.pl","sanktuarium@idsl.pl","95/747-32-05, fax. 95/747-32-05"," Janusz  Zachęcki","11:30,","Cz. 17:00,; ","","52.91031,14.81222","http://szczecin.kuria.pl/wspolnoty/koscioly/Nawrocko-Kosciol-filialny-_529","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m16_n18.jpg"
"Kościół parafialny pw MB Królowej Polski","","Nowogródek Pomorski","ul. Kościelna 1, 74-304 NOWOGRÓDEK POMORSKI","","nowogrodek@salezjanie.pl","95/747-17-69, fax. 95/747-17-50"," Krzysztof  Wilkos","08:00,, 12:30,","Pn. 18:00,; Śr. 18:00,; Pt. 18:00,; ","","52.91127,15.02644","http://szczecin.kuria.pl/wspolnoty/koscioly/Nowogrodek-Pomorski-Kosciol-parafialny-pw-MB-Krolowej-Polski_530","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/1210158634.jpg"
"Otanów Kościół filialny pw św. Antoniego z Padwy","","Otanów","ul. Kierzków40, 74-300 Myślibórz","","moskw@o2.pl","95/747-61-81"," Andrzej  Moskwa","09:15,","Wt. 17.00,; ","","52.99827,14.87766","http://szczecin.kuria.pl/wspolnoty/koscioly/Otanow-Kosciol-filialny-pw-sw-Antoniego-z-Padwy_521","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k04_o22.jpg"
"Rów Kościół filialny pw Nawiedzenia NMP","","Rów","ul. Kierzków40, 74-300 Myślibórz","","moskw@o2.pl","95/747-61-81"," Andrzej  Moskwa","11:00,","Cz. 17:00,; So. 17:00,; ","","52.98012,14.71611","http://szczecin.kuria.pl/wspolnoty/koscioly/Row-Kosciol-filialny-pw-Nawiedzenia-NMP_520","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/k04_r29.jpg"
"Staw Kościół filialny","","Staw","ul. Trzcinna 85, 74-304 NOWOGRÓDEK POMORSKI","trzcinna.sciechow.com.pl","parafiatrzcinna@gmail.com","95/747-19-77"," Roman  Kuchmistrz","10:30,","Wt. 17.00,; Cz. 17:00,; Pt. I Piątek 16:00,; So. 17:00,; ","","52.86486,14.92198","http://szczecin.kuria.pl/wspolnoty/koscioly/Staw-Kosciol-filialny-_539","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t06_s17.jpg"
"Kościół parafialny pw św. Antoniego z Padwy","","Ściechów","ul. Ściechów 86, 66-433 Lubiszyn","www.sciechow.com.pl","sciechow@sciechow.com.pl","95/731-97-07"," Krzysztof  Jarzynka","9:00,, 12:00,","Śr. 17:00,; Pt. 17:00,; So. 17:00,; ","","52.81213,14.98344","http://szczecin.kuria.pl/wspolnoty/koscioly/Sciechow-Kosciol-parafialny-pw-sw-Antoniego-z-Padwy_536","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/DSC_0072_2.jpg"
"Kościół parafialny pw św. Józefa Oblub. NMP","","Trzcinna","ul. Trzcinna 85, 74-304 NOWOGRÓDEK POMORSKI","trzcinna.sciechow.com.pl","parafiatrzcinna@gmail.com","95/747-19-77"," Roman  Kuchmistrz","09:00,, 12:00,","Pn. 17:00,; Śr. 17:00,; Pt. 17:00,; So. 18:00, (I Sobota); ","","52.88627,15.00949","http://szczecin.kuria.pl/wspolnoty/koscioly/Trzcinna-Kosciol-parafialny-pw-sw-Jozefa-Oblub-NMP_538","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/t06_30.jpg"
"Wierzbówek Kościół filialny","","Wierzbówek","ul. Kościelna 17, 74-300 MYŚLIBÓRZ","www.sanktuarium-mysliborz.pl","sanktuarium@idsl.pl","95/747-32-05, fax. 95/747-32-05"," Janusz  Zachęcki","09:00,","Śr. 17:00,; ","","52.89851,14.87689","http://szczecin.kuria.pl/wspolnoty/koscioly/Wierzbowek-Kosciol-filialny-_527","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/m16_w14.jpg"
"Grzęzno Kościół filialny pw św. Franciszka","","Grzęzno","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz","w 1, 3, 4 i 5 niedzielę mieiąca 13.30,.","Wt. 16:30,; So. Msza w sobotę o 19.00, zamiast w niedzielę przed 2 niedzielą miesiaca; ","","53.55205,15.27624","http://szczecin.kuria.pl/wspolnoty/koscioly/-Grzezno-Kosciol-filialny-pw-sw-Franciszka-_546","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d05_g21.jpg"
"Kaplica","","Anielino","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz","w 2 i 4 niedziele miesiąca 8.00,","So. przed 1 i 3 niedzielą w miesiącu Msza w sobotę o 19.00, zamiast w niedzielę; ","","53.55628,15.21813","http://szczecin.kuria.pl/wspolnoty/koscioly/Anielino-Kaplica-_551","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/kaplica_w_Anielinie.jpg"
"Bienice Kościół filialny pw Podwyższenia Krzyża","","Bienice","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz","w 2, 3, 4 i 5 niedzielą miesiąca 12:30,","Pt. 16:30,; So. Msza w sobotę zamiast w niedziele przed 1 niedzielą miesiąca; ","","53.61313,15.29840","http://szczecin.kuria.pl/wspolnoty/koscioly/Bienice-Kosciol-filialny-pw-Podwyzszenia-Krzyza_549","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d05_b16.jpg"
"Bieniczki Kościół filialny","","Bieniczki","ul. Wierzbięcin 34 A, 72-209 WIERZBIĘCIN","","","91/391-07-08"," Andrzej  Wąsik","12:30,","","","53.64179,15.27874","http://szczecin.kuria.pl/wspolnoty/koscioly/Bieniczki-Kosciol-filialny-_574","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/w08_b19.jpg"
"Kaplica","","Błądkowo","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz","w 1,2 i 3 niedizelą miesiąca 13.30,","So. przed 4 i 5 niedzielą miesiąca Msza w sobotę o 19.00, zamiast w niedzielę; ","","53.60101,15.24122","http://szczecin.kuria.pl/wspolnoty/koscioly/Bladkowo-Kaplica-_550","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d05_bl01.jpg"
"Boguszyce Kościół filialny","","Boguszyce","ul. Żabowo 34 A, 72-200 Nowogard","","","91/391-06-18"," Marek  Siedlecki","","So. 16:00,; ","","53.74732,15.17484","http://szczecin.kuria.pl/wspolnoty/koscioly/Boguszyce-Kosciol-filialny-_579","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/zz01_b08.jpg"
"Czermnica Kościół filialny","","Czermnica","ul. Strzelewo 9, 72-200 NOWOGARD","","","91/391-02-28"," Krzysztof  Socha","13:15,","Śr. 18:00,; ","","53.69834,14.96470","http://szczecin.kuria.pl/wspolnoty/koscioly/Czermnica-Kosciol-filialny-_570","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s13_c11.jpg"
"Dąbrowa Kościół filialny pw św. Michała Archanioła","","Dąbrowa","ul. Kościelna 2a, 72-200 NOWOGARD","wnmp.info","","91/392-00-30, fax. 91/392-63-70"," Grzegorz  Legutko","10:00,","Śr. 17:00,; ","","53.71510,15.05670","http://szczecin.kuria.pl/wspolnoty/koscioly/Dabrowa-Kosciol-filialny-pw-sw-Michala-Archaniola_553","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/553.jpg"
"Kościół parafialny pw św. Anny","","Długołęka","ul. Długołęka 10, 72-200 NOWOGARD","","","91/391-04-70"," Krzysztof  Bartoszewski","9:30,","Pn. 17:00,; Wt. 17:00,; Pt. 17:00,; ","","53.62082703226157,15.113003253936768","http://szczecin.kuria.pl/wspolnoty/koscioly/Dlugoleka-Kosciol-parafialny-pw-sw-Anny_880","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/1210158786.jpg"
"Kościół parafialny pw św. Klary","","Dobra","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz","8:00,, 11:00,, 18:00,","18:00,","","53.58664,15.30937","http://szczecin.kuria.pl/wspolnoty/koscioly/Dobra-Kosciol-parafialny-pw-sw-Klary_544","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d05_21.jpg"
"Dobropole Kościół filialny pw Matki Bozej Nieustającej Pomocy","","Dobropole","ul. Armii Krajowej 7a, 72-210 DOBRA","www.youtube.com/user/parafiawdobrej","marekprusiewicz@wp.pl","kom. 604/28.33.55"," Marek  Prusiewicz",", w 1, 2 i 3 niedzielę miesiąca 09:30,","Cz. 16:30,; So. Msza w sobotę o 19.00, zamiast w niedzielę przed 4 i 5 niedzielą w miesiącu; ","","53.53003,15.31445","http://szczecin.kuria.pl/wspolnoty/koscioly/Dobropole-Kosciol-filialny-pw-Matki-Bozej-Nieustajacej-Pomocy_547","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d05_d18.jpg"
"Kaplica","","DPS","ul. Kościelna 2a, 72-200 NOWOGARD","wnmp.info","","91/392-00-30, fax. 91/392-63-70"," Grzegorz  Legutko","","So. ul. Smużyny 2 - godz. 11:00,; ul. Piłsudskiego 9 - godz. 10:00,; ","","53.67494,15.11251","http://szczecin.kuria.pl/wspolnoty/koscioly/DPS-Kaplica-_558","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/108x75_wymuszony/n03_115.jpg"
"Godowo Kościół filialny","","Godowo","ul. Długołęka 10, 72-200 NOWOGARD","","","91/391-04-70"," Krzysztof  Bartoszewski","11:00,","So. 17:00,; ","","53.55674,15.08548","http://szczecin.kuria.pl/wspolnoty/koscioly/Godowo-Kosciol-filialny-_542","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/d04_g19.jpg"
"Jarchlino Kościół filialny","","Jarchlino","ul. Jana Pawła II nr 2, 72-200 NOWOGARD","www.rafalkalinowski.republika.pl","","91/392-10-04, kom. 601/17.50.89"," Kazimierz  Łukjaniuk","10:00,","Cz. 17:00,; ","","53.67767,15.21594","http://szczecin.kuria.pl/wspolnoty/koscioly/Jarchlino-Kosciol-filialny-_561","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/n06_j28.jpg"
"Karsk Kościół filialny pw św. Barbary","","Karsk","ul. Kościelna 2a, 72-200 NOWOGARD","wnmp.info","","91/392-00-30, fax. 91/392-63-70"," Grzegorz  Legutko","09:00,","Wt. 17:00,; ","","53.69060,15.08086","http://szczecin.kuria.pl/wspolnoty/koscioly/Karsk-Kosciol-filialny-pw-sw-Barbary_554","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/554.jpg"
"Kościuszki Kościół filialny","","Kościuszki","ul. Strzelewo 9, 72-200 NOWOGARD","","","91/391-02-28"," Krzysztof  Socha","09:15,","Pt. 18:00,; ","","53.65329,15.03207","http://szczecin.kuria.pl/wspolnoty/koscioly/Kosciuszki-Kosciol-filialny-_567","http://szczecin.kuria.pl/clients/_kuria/_upload/_cache/clients/_kuria/_upload/_koscioly/655x450_wymuszony/s13_k31.jpg"
